Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Bourdeau James O.,EVP & Chief Legal Officer,2022-04-22,Sale,254.24,"12,860","3,269,586","1,628",Apr 25 05:10 PM
Kane Thomas Michael,EVP & Chief HR Officer,2022-04-12,Sale,249.34,"1,601","399,199","4,692",Apr 14 04:46 PM
FOWDEN JEREMY S G,Director,2022-04-08,Sale,240.38,"7,574","1,820,630","18,501",Apr 12 04:58 PM
MCCARTHY DANIEL J,Director,2021-07-10,Option Exercise,0.0,567,0,"3,232",Jul 13 07:09 PM
SCHMELING JUDY,Director,2021-07-10,Option Exercise,0.0,567,0,"4,843",Jul 13 07:09 PM
Johnson Susan S,Director,2021-07-10,Option Exercise,0.0,567,0,"2,009",Jul 13 07:07 PM
LOCKE JAMES A III,Director,2021-07-10,Option Exercise,0.0,567,0,567,Jul 13 07:08 PM
Madero Garza Jose Manuel,Director,2021-07-10,Option Exercise,0.0,567,0,863,Jul 13 07:08 PM
Daniels Jennifer,Director,2021-07-10,Option Exercise,0.0,567,0,"1,446",Jul 13 05:11 PM
Fink Nicholas I.,Director,2021-07-10,Option Exercise,0.0,267,0,417,Jul 13 05:11 PM
Clark Christy,Director,2021-07-10,Option Exercise,0.0,567,0,863,Jul 13 05:10 PM
Hernandez Ernesto M,Director,2021-07-10,Option Exercise,0.0,567,0,"2,764",Jul 13 07:07 PM
FOWDEN JEREMY S G,Director,2021-07-10,Option Exercise,0.0,567,0,"18,501",Jul 13 07:06 PM
