Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
BURGESS ROBERT K,Director,2021-11-22,Option Exercise,3.62,"5,082","18,397","33,222",Nov 23 06:30 PM
STEVENS MARK A,Director,2021-11-22,Sale,342.58,"58,000","19,869,647","5,681,468",Nov 23 06:36 PM
BURGESS ROBERT K,Director,2021-11-22,Sale,326.7,"5,082","1,660,276","28,140",Nov 23 06:30 PM
BURGESS ROBERT K,Director,2021-11-19,Option Exercise,3.62,"5,082","18,397","33,222",Nov 23 06:30 PM
BURGESS ROBERT K,Director,2021-11-19,Sale,328.87,"5,082","1,671,313","28,140",Nov 23 06:30 PM
Drell Persis,Director,2021-11-19,Sale,326.65,"10,000","3,266,500","41,200",Nov 22 07:04 PM
SEAWELL A BROOKE,Director,2021-11-19,Sale,328.91,856,"281,547",860,Nov 22 07:01 PM
BURGESS ROBERT K,Director,2021-10-13,Option Exercise,3.62,"10,000","36,200","38,140",Oct 14 05:21 PM
BURGESS ROBERT K,Director,2021-10-13,Sale,208.68,"10,000","2,086,813","28,140",Oct 14 05:21 PM
HUANG JEN HSUN,President and CEO,2021-09-13,Option Exercise,3.62,"27,660","99,991","5,210,989",Sep 14 05:36 PM
HUANG JEN HSUN,President and CEO,2021-09-01,Option Exercise,3.62,"200,000","723,260","5,383,192",Sep 03 04:07 PM
SEAWELL A BROOKE,Director,2021-09-01,Sale,224.34,"20,000","4,486,715","500,000",Sep 03 04:36 PM
HUANG JEN HSUN,President and CEO,2021-09-01,Sale,225.18,"200,000","45,035,732","5,183,192",Sep 03 04:07 PM
BURGESS ROBERT K,Director,2021-08-24,Option Exercise,3.62,"20,000","72,400","48,140",Aug 26 05:15 PM
BURGESS ROBERT K,Director,2021-08-24,Sale,218.38,"20,000","4,367,600","28,140",Aug 26 05:15 PM
Drell Persis,Director,2021-08-20,Sale,203.41,"10,000","2,034,100","51,200",Aug 24 05:45 PM
HUANG JEN HSUN,President and CEO,2021-08-02,Option Exercise,3.62,"400,000","1,446,520","5,583,192",Aug 04 06:57 PM
HUANG JEN HSUN,President and CEO,2021-08-02,Sale,197.14,"400,000","78,855,904","5,183,192",Aug 04 06:57 PM
HUANG JEN HSUN,President and CEO,2021-07-01,Option Exercise,14.46,"100,000","1,446,500","1,395,797",Jul 06 04:35 PM
HUANG JEN HSUN,President and CEO,2021-07-01,Sale,808.9,"100,000","80,890,492","1,295,797",Jul 06 04:35 PM
